Technology,Plan,Year,Capacity_MW
Wind_offshore,PDP8_rev_low,2015,NA
Wind_offshore,PDP8_rev_low,2016,NA
Wind_offshore,PDP8_rev_low,2017,NA
Wind_offshore,PDP8_rev_low,2018,NA
Wind_offshore,PDP8_rev_low,2019,NA
Wind_offshore,PDP8_rev_low,2020,NA
Wind_offshore,PDP8_rev_low,2021,NA
Wind_offshore,PDP8_rev_low,2022,NA
Wind_offshore,PDP8_rev_low,2023,NA
Wind_offshore,PDP8_rev_low,2024,NA
Wind_offshore,PDP8_rev_low,2025,0
Wind_offshore,PDP8_rev_low,2026,1200
Wind_offshore,PDP8_rev_low,2027,2400
Wind_offshore,PDP8_rev_low,2028,3600
Wind_offshore,PDP8_rev_low,2029,4800
Wind_offshore,PDP8_rev_low,2030,6000
Wind_offshore,PDP8_rev_low,2031,11375.150000000001
Wind_offshore,PDP8_rev_low,2032,16750.300000000003
Wind_offshore,PDP8_rev_low,2033,22125.449999999997
Wind_offshore,PDP8_rev_low,2034,27500.600000000002
Wind_offshore,PDP8_rev_low,2035,32875.75
Wind_offshore,PDP8_rev_low,2036,38250.899999999994
Wind_offshore,PDP8_rev_low,2037,43626.049999999996
Wind_offshore,PDP8_rev_low,2038,49001.200000000004
Wind_offshore,PDP8_rev_low,2039,54376.35
Wind_offshore,PDP8_rev_low,2040,59751.5
Wind_offshore,PDP8_rev_low,2041,65126.65
Wind_offshore,PDP8_rev_low,2042,70501.79999999999
Wind_offshore,PDP8_rev_low,2043,75876.95
Wind_offshore,PDP8_rev_low,2044,81252.09999999999
Wind_offshore,PDP8_rev_low,2045,86627.25
Wind_offshore,PDP8_rev_low,2046,92002.40000000001
Wind_offshore,PDP8_rev_low,2047,97377.55
Wind_offshore,PDP8_rev_low,2048,102752.7
Wind_offshore,PDP8_rev_low,2049,108127.84999999999
Wind_offshore,PDP8_rev_low,2050,113503
Batteries,PDP8_rev_high,2000,NA
Batteries,PDP8_rev_high,2001,NA
Batteries,PDP8_rev_high,2002,NA
Batteries,PDP8_rev_high,2003,NA
Batteries,PDP8_rev_high,2004,NA
Batteries,PDP8_rev_high,2005,NA
Batteries,PDP8_rev_high,2006,NA
Batteries,PDP8_rev_high,2007,NA
Batteries,PDP8_rev_high,2008,NA
Batteries,PDP8_rev_high,2009,NA
Batteries,PDP8_rev_high,2010,NA
Batteries,PDP8_rev_high,2011,NA
Batteries,PDP8_rev_high,2012,NA
Batteries,PDP8_rev_high,2013,NA
Batteries,PDP8_rev_high,2014,NA
Batteries,PDP8_rev_high,2015,NA
Batteries,PDP8_rev_high,2016,NA
Batteries,PDP8_rev_high,2017,NA
Batteries,PDP8_rev_high,2018,NA
Batteries,PDP8_rev_high,2019,NA
Batteries,PDP8_rev_high,2020,NA
Batteries,PDP8_rev_high,2021,NA
Batteries,PDP8_rev_high,2022,NA
Batteries,PDP8_rev_high,2023,NA
Batteries,PDP8_rev_high,2024,NA
Batteries,PDP8_rev_high,2025,0
Batteries,PDP8_rev_high,2026,3260
Batteries,PDP8_rev_high,2027,6520
Batteries,PDP8_rev_high,2028,9780
Batteries,PDP8_rev_high,2029,13040
Batteries,PDP8_rev_high,2030,16300
Batteries,PDP8_rev_high,2031,20291
Batteries,PDP8_rev_high,2032,24282
Batteries,PDP8_rev_high,2033,28273
Batteries,PDP8_rev_high,2034,32264
Batteries,PDP8_rev_high,2035,36255
Batteries,PDP8_rev_high,2036,40246
Batteries,PDP8_rev_high,2037,44237
Batteries,PDP8_rev_high,2038,48228
Batteries,PDP8_rev_high,2039,52219
Batteries,PDP8_rev_high,2040,56210
Batteries,PDP8_rev_high,2041,60201
Batteries,PDP8_rev_high,2042,64192
Batteries,PDP8_rev_high,2043,68183
Batteries,PDP8_rev_high,2044,72174
Batteries,PDP8_rev_high,2045,76165
Batteries,PDP8_rev_high,2046,80156
Batteries,PDP8_rev_high,2047,84147
Batteries,PDP8_rev_high,2048,88138
Batteries,PDP8_rev_high,2049,92129
Batteries,PDP8_rev_high,2050,96120
Bioenergy,PDP8_rev_high,2000,130
Bioenergy,PDP8_rev_high,2001,130
Bioenergy,PDP8_rev_high,2002,130
Bioenergy,PDP8_rev_high,2003,130
Bioenergy,PDP8_rev_high,2004,130
Bioenergy,PDP8_rev_high,2005,130
Bioenergy,PDP8_rev_high,2006,130
Bioenergy,PDP8_rev_high,2007,130
Bioenergy,PDP8_rev_high,2008,130
Bioenergy,PDP8_rev_high,2009,130
Bioenergy,PDP8_rev_high,2010,130
Bioenergy,PDP8_rev_high,2011,130
Bioenergy,PDP8_rev_high,2012,130
Bioenergy,PDP8_rev_high,2013,130
Bioenergy,PDP8_rev_high,2014,200
Bioenergy,PDP8_rev_high,2015,220
Bioenergy,PDP8_rev_high,2016,260
Bioenergy,PDP8_rev_high,2017,270
Bioenergy,PDP8_rev_high,2018,380
Bioenergy,PDP8_rev_high,2019,380
Bioenergy,PDP8_rev_high,2020,390
Bioenergy,PDP8_rev_high,2021,370
Bioenergy,PDP8_rev_high,2022,380
Bioenergy,PDP8_rev_high,2023,380
Bioenergy,PDP8_rev_high,2024,420
Bioenergy,PDP8_rev_high,2025,NA
Bioenergy,PDP8_rev_high,2026,NA
Bioenergy,PDP8_rev_high,2027,NA
Bioenergy,PDP8_rev_high,2028,NA
Bioenergy,PDP8_rev_high,2029,NA
Bioenergy,PDP8_rev_high,2030,NA
Bioenergy,PDP8_rev_high,2031,NA
Bioenergy,PDP8_rev_high,2032,NA
Bioenergy,PDP8_rev_high,2033,NA
Bioenergy,PDP8_rev_high,2034,NA
Bioenergy,PDP8_rev_high,2035,NA
Bioenergy,PDP8_rev_high,2036,NA
Bioenergy,PDP8_rev_high,2037,NA
Bioenergy,PDP8_rev_high,2038,NA
Bioenergy,PDP8_rev_high,2039,NA
Bioenergy,PDP8_rev_high,2040,NA
Bioenergy,PDP8_rev_high,2041,NA
Bioenergy,PDP8_rev_high,2042,NA
Bioenergy,PDP8_rev_high,2043,NA
Bioenergy,PDP8_rev_high,2044,NA
Bioenergy,PDP8_rev_high,2045,NA
Bioenergy,PDP8_rev_high,2046,NA
Bioenergy,PDP8_rev_high,2047,NA
Bioenergy,PDP8_rev_high,2048,NA
Bioenergy,PDP8_rev_high,2049,NA
Bioenergy,PDP8_rev_high,2050,NA
Biomass,PDP8_rev_high,2000,NA
Biomass,PDP8_rev_high,2001,NA
Biomass,PDP8_rev_high,2002,NA
Biomass,PDP8_rev_high,2003,NA
Biomass,PDP8_rev_high,2004,NA
Biomass,PDP8_rev_high,2005,NA
Biomass,PDP8_rev_high,2006,NA
Biomass,PDP8_rev_high,2007,NA
Biomass,PDP8_rev_high,2008,NA
Biomass,PDP8_rev_high,2009,NA
Biomass,PDP8_rev_high,2010,NA
Biomass,PDP8_rev_high,2011,NA
Biomass,PDP8_rev_high,2012,NA
Biomass,PDP8_rev_high,2013,NA
Biomass,PDP8_rev_high,2014,NA
Biomass,PDP8_rev_high,2015,NA
Biomass,PDP8_rev_high,2016,NA
Biomass,PDP8_rev_high,2017,NA
Biomass,PDP8_rev_high,2018,NA
Biomass,PDP8_rev_high,2019,NA
Biomass,PDP8_rev_high,2020,NA
Biomass,PDP8_rev_high,2021,NA
Biomass,PDP8_rev_high,2022,NA
Biomass,PDP8_rev_high,2023,NA
Biomass,PDP8_rev_high,2024,NA
Biomass,PDP8_rev_high,2025,276
Biomass,PDP8_rev_high,2026,1197
Biomass,PDP8_rev_high,2027,2118
Biomass,PDP8_rev_high,2028,3039
Biomass,PDP8_rev_high,2029,3960
Biomass,PDP8_rev_high,2030,4881
Biomass,PDP8_rev_high,2031,5115
Biomass,PDP8_rev_high,2032,5349
Biomass,PDP8_rev_high,2033,5583
Biomass,PDP8_rev_high,2034,5817
Biomass,PDP8_rev_high,2035,6051
Biomass,PDP8_rev_high,2036,6285
Biomass,PDP8_rev_high,2037,6519
Biomass,PDP8_rev_high,2038,6753
Biomass,PDP8_rev_high,2039,6987
Biomass,PDP8_rev_high,2040,7221
Biomass,PDP8_rev_high,2041,7455
Biomass,PDP8_rev_high,2042,7689
Biomass,PDP8_rev_high,2043,7923
Biomass,PDP8_rev_high,2044,8157
Biomass,PDP8_rev_high,2045,8391
Biomass,PDP8_rev_high,2046,8625
Biomass,PDP8_rev_high,2047,8859
Biomass,PDP8_rev_high,2048,9093
Biomass,PDP8_rev_high,2049,9327
Biomass,PDP8_rev_high,2050,9561
Coal,PDP8_rev_high,2000,NA
Coal,PDP8_rev_high,2001,NA
Coal,PDP8_rev_high,2002,NA
Coal,PDP8_rev_high,2003,NA
Coal,PDP8_rev_high,2004,NA
Coal,PDP8_rev_high,2005,NA
Coal,PDP8_rev_high,2006,NA
Coal,PDP8_rev_high,2007,NA
Coal,PDP8_rev_high,2008,NA
Coal,PDP8_rev_high,2009,NA
Coal,PDP8_rev_high,2010,NA
Coal,PDP8_rev_high,2011,NA
Coal,PDP8_rev_high,2012,NA
Coal,PDP8_rev_high,2013,NA
Coal,PDP8_rev_high,2014,NA
Coal,PDP8_rev_high,2015,NA
Coal,PDP8_rev_high,2016,NA
Coal,PDP8_rev_high,2017,NA
Coal,PDP8_rev_high,2018,NA
Coal,PDP8_rev_high,2019,NA
Coal,PDP8_rev_high,2020,NA
Coal,PDP8_rev_high,2021,NA
Coal,PDP8_rev_high,2022,NA
Coal,PDP8_rev_high,2023,NA
Coal,PDP8_rev_high,2024,NA
Coal,PDP8_rev_high,2025,29539
Coal,PDP8_rev_high,2026,29842.2
Coal,PDP8_rev_high,2027,30145.4
Coal,PDP8_rev_high,2028,30448.6
Coal,PDP8_rev_high,2029,30751.8
Coal,PDP8_rev_high,2030,31055
Coal,PDP8_rev_high,2031,NA
Coal,PDP8_rev_high,2032,NA
Coal,PDP8_rev_high,2033,NA
Coal,PDP8_rev_high,2034,NA
Coal,PDP8_rev_high,2035,NA
Coal,PDP8_rev_high,2036,NA
Coal,PDP8_rev_high,2037,NA
Coal,PDP8_rev_high,2038,NA
Coal,PDP8_rev_high,2039,NA
Coal,PDP8_rev_high,2040,NA
Coal,PDP8_rev_high,2041,NA
Coal,PDP8_rev_high,2042,NA
Coal,PDP8_rev_high,2043,NA
Coal,PDP8_rev_high,2044,NA
Coal,PDP8_rev_high,2045,NA
Coal,PDP8_rev_high,2046,NA
Coal,PDP8_rev_high,2047,NA
Coal,PDP8_rev_high,2048,NA
Coal,PDP8_rev_high,2049,NA
Coal,PDP8_rev_high,2050,NA
Coal_CFB,PDP8_rev_high,2000,0
Coal_CFB,PDP8_rev_high,2001,0
Coal_CFB,PDP8_rev_high,2002,0
Coal_CFB,PDP8_rev_high,2003,0
Coal_CFB,PDP8_rev_high,2004,0
Coal_CFB,PDP8_rev_high,2005,111
Coal_CFB,PDP8_rev_high,2006,111
Coal_CFB,PDP8_rev_high,2007,226
Coal_CFB,PDP8_rev_high,2008,226
Coal_CFB,PDP8_rev_high,2009,446
Coal_CFB,PDP8_rev_high,2010,1116
Coal_CFB,PDP8_rev_high,2011,1116
Coal_CFB,PDP8_rev_high,2012,1556
Coal_CFB,PDP8_rev_high,2013,1556
Coal_CFB,PDP8_rev_high,2014,1556
Coal_CFB,PDP8_rev_high,2015,1676
Coal_CFB,PDP8_rev_high,2016,2756
Coal_CFB,PDP8_rev_high,2017,2756
Coal_CFB,PDP8_rev_high,2018,3376
Coal_CFB,PDP8_rev_high,2019,3376
Coal_CFB,PDP8_rev_high,2020,3376
Coal_CFB,PDP8_rev_high,2021,3376
Coal_CFB,PDP8_rev_high,2022,3376
Coal_CFB,PDP8_rev_high,2023,3376
Coal_CFB,PDP8_rev_high,2024,3376
Coal_CFB,PDP8_rev_high,2025,3376
Coal_CFB,PDP8_rev_high,2026,3528
Coal_CFB,PDP8_rev_high,2027,3680
Coal_CFB,PDP8_rev_high,2028,3832
Coal_CFB,PDP8_rev_high,2029,3984
Coal_CFB,PDP8_rev_high,2030,4136
Coal_CFB,PDP8_rev_high,2031,3929.2
Coal_CFB,PDP8_rev_high,2032,3722.4
Coal_CFB,PDP8_rev_high,2033,3515.6
Coal_CFB,PDP8_rev_high,2034,3308.8
Coal_CFB,PDP8_rev_high,2035,3102
Coal_CFB,PDP8_rev_high,2036,2895.2
Coal_CFB,PDP8_rev_high,2037,2688.4
Coal_CFB,PDP8_rev_high,2038,2481.6
Coal_CFB,PDP8_rev_high,2039,2274.8
Coal_CFB,PDP8_rev_high,2040,2068
Coal_CFB,PDP8_rev_high,2041,1861.1999999999998
Coal_CFB,PDP8_rev_high,2042,1654.4
Coal_CFB,PDP8_rev_high,2043,1447.6
Coal_CFB,PDP8_rev_high,2044,1240.8000000000002
Coal_CFB,PDP8_rev_high,2045,1034
Coal_CFB,PDP8_rev_high,2046,827.1999999999998
Coal_CFB,PDP8_rev_high,2047,620.4000000000001
Coal_CFB,PDP8_rev_high,2048,413.5999999999999
Coal_CFB,PDP8_rev_high,2049,206.80000000000018
Coal_CFB,PDP8_rev_high,2050,0
Coal_conv_biomassNH3,PDP8_rev_high,2000,NA
Coal_conv_biomassNH3,PDP8_rev_high,2001,NA
Coal_conv_biomassNH3,PDP8_rev_high,2002,NA
Coal_conv_biomassNH3,PDP8_rev_high,2003,NA
Coal_conv_biomassNH3,PDP8_rev_high,2004,NA
Coal_conv_biomassNH3,PDP8_rev_high,2005,NA
Coal_conv_biomassNH3,PDP8_rev_high,2006,NA
Coal_conv_biomassNH3,PDP8_rev_high,2007,NA
Coal_conv_biomassNH3,PDP8_rev_high,2008,NA
Coal_conv_biomassNH3,PDP8_rev_high,2009,NA
Coal_conv_biomassNH3,PDP8_rev_high,2010,NA
Coal_conv_biomassNH3,PDP8_rev_high,2011,NA
Coal_conv_biomassNH3,PDP8_rev_high,2012,NA
Coal_conv_biomassNH3,PDP8_rev_high,2013,NA
Coal_conv_biomassNH3,PDP8_rev_high,2014,NA
Coal_conv_biomassNH3,PDP8_rev_high,2015,NA
Coal_conv_biomassNH3,PDP8_rev_high,2016,NA
Coal_conv_biomassNH3,PDP8_rev_high,2017,NA
Coal_conv_biomassNH3,PDP8_rev_high,2018,NA
Coal_conv_biomassNH3,PDP8_rev_high,2019,NA
Coal_conv_biomassNH3,PDP8_rev_high,2020,NA
Coal_conv_biomassNH3,PDP8_rev_high,2021,NA
Coal_conv_biomassNH3,PDP8_rev_high,2022,NA
Coal_conv_biomassNH3,PDP8_rev_high,2023,NA
Coal_conv_biomassNH3,PDP8_rev_high,2024,NA
Coal_conv_biomassNH3,PDP8_rev_high,2025,0
Coal_conv_biomassNH3,PDP8_rev_high,2026,0
Coal_conv_biomassNH3,PDP8_rev_high,2027,0
Coal_conv_biomassNH3,PDP8_rev_high,2028,0
Coal_conv_biomassNH3,PDP8_rev_high,2029,0
Coal_conv_biomassNH3,PDP8_rev_high,2030,0
Coal_conv_biomassNH3,PDP8_rev_high,2031,1289.9
Coal_conv_biomassNH3,PDP8_rev_high,2032,2579.8
Coal_conv_biomassNH3,PDP8_rev_high,2033,3869.7
Coal_conv_biomassNH3,PDP8_rev_high,2034,5159.6
Coal_conv_biomassNH3,PDP8_rev_high,2035,6449.5
Coal_conv_biomassNH3,PDP8_rev_high,2036,7739.4
Coal_conv_biomassNH3,PDP8_rev_high,2037,9029.3
Coal_conv_biomassNH3,PDP8_rev_high,2038,10319.2
Coal_conv_biomassNH3,PDP8_rev_high,2039,11609.1
Coal_conv_biomassNH3,PDP8_rev_high,2040,12899
Coal_conv_biomassNH3,PDP8_rev_high,2041,14188.900000000001
Coal_conv_biomassNH3,PDP8_rev_high,2042,15478.8
Coal_conv_biomassNH3,PDP8_rev_high,2043,16768.7
Coal_conv_biomassNH3,PDP8_rev_high,2044,18058.6
Coal_conv_biomassNH3,PDP8_rev_high,2045,19348.5
Coal_conv_biomassNH3,PDP8_rev_high,2046,20638.4
Coal_conv_biomassNH3,PDP8_rev_high,2047,21928.3
Coal_conv_biomassNH3,PDP8_rev_high,2048,23218.2
Coal_conv_biomassNH3,PDP8_rev_high,2049,24508.1
Coal_conv_biomassNH3,PDP8_rev_high,2050,25798
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2000,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2001,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2002,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2003,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2004,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2005,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2006,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2007,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2008,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2009,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2010,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2011,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2012,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2013,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2014,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2015,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2016,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2017,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2018,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2019,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2020,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2021,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2022,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2023,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2024,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2025,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2026,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2027,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2028,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2029,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2030,0
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2031,206.8
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2032,413.6
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2033,620.4
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2034,827.2
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2035,1034
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2036,1240.8
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2037,1447.6
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2038,1654.4
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2039,1861.2
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2040,2068
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2041,2274.8
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2042,2481.6
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2043,2688.4
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2044,2895.2
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2045,3102
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2046,3308.8
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2047,3515.6
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2048,3722.4
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2049,3929.2
Coal_conv_biomassNH3_CFB,PDP8_rev_high,2050,4136
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2000,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2001,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2002,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2003,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2004,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2005,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2006,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2007,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2008,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2009,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2010,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2011,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2012,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2013,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2014,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2015,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2016,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2017,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2018,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2019,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2020,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2021,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2022,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2023,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2024,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2025,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2026,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2027,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2028,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2029,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2030,0
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2031,1083.1000000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2032,2166.2000000000003
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2033,3249.2999999999997
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2034,4332.4000000000005
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2035,5415.5
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2036,6498.5999999999995
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2037,7581.7
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2038,8664.800000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2039,9747.9
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2040,10831
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2041,11914.1
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2042,12997.199999999999
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2043,14080.300000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2044,15163.4
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2045,16246.5
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2046,17329.600000000002
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2047,18412.7
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2048,19495.8
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2049,20578.899999999998
Coal_conv_biomassNH3_PVC,PDP8_rev_high,2050,21662
Coal_PVC,PDP8_rev_high,2000,550
Coal_PVC,PDP8_rev_high,2001,550
Coal_PVC,PDP8_rev_high,2002,1140
Coal_PVC,PDP8_rev_high,2003,1140
Coal_PVC,PDP8_rev_high,2004,1390
Coal_PVC,PDP8_rev_high,2005,1279
Coal_PVC,PDP8_rev_high,2006,1399
Coal_PVC,PDP8_rev_high,2007,1584
Coal_PVC,PDP8_rev_high,2008,1584
Coal_PVC,PDP8_rev_high,2009,1884
Coal_PVC,PDP8_rev_high,2010,1514
Coal_PVC,PDP8_rev_high,2011,2794
Coal_PVC,PDP8_rev_high,2012,2804
Coal_PVC,PDP8_rev_high,2013,3844
Coal_PVC,PDP8_rev_high,2014,6944
Coal_PVC,PDP8_rev_high,2015,11304
Coal_PVC,PDP8_rev_high,2016,10524
Coal_PVC,PDP8_rev_high,2017,12814
Coal_PVC,PDP8_rev_high,2018,14424
Coal_PVC,PDP8_rev_high,2019,15624
Coal_PVC,PDP8_rev_high,2020,16914
Coal_PVC,PDP8_rev_high,2021,19314
Coal_PVC,PDP8_rev_high,2022,21234
Coal_PVC,PDP8_rev_high,2023,23144
Coal_PVC,PDP8_rev_high,2024,23864
Coal_PVC,PDP8_rev_high,2025,26163
Coal_PVC,PDP8_rev_high,2026,26314.2
Coal_PVC,PDP8_rev_high,2027,26465.4
Coal_PVC,PDP8_rev_high,2028,26616.6
Coal_PVC,PDP8_rev_high,2029,26767.8
Coal_PVC,PDP8_rev_high,2030,26919
Coal_PVC,PDP8_rev_high,2031,25573.05
Coal_PVC,PDP8_rev_high,2032,24227.1
Coal_PVC,PDP8_rev_high,2033,22881.15
Coal_PVC,PDP8_rev_high,2034,21535.2
Coal_PVC,PDP8_rev_high,2035,20189.25
Coal_PVC,PDP8_rev_high,2036,18843.3
Coal_PVC,PDP8_rev_high,2037,17497.35
Coal_PVC,PDP8_rev_high,2038,16151.4
Coal_PVC,PDP8_rev_high,2039,14805.449999999999
Coal_PVC,PDP8_rev_high,2040,13459.5
Coal_PVC,PDP8_rev_high,2041,12113.55
Coal_PVC,PDP8_rev_high,2042,10767.6
Coal_PVC,PDP8_rev_high,2043,9421.649999999998
Coal_PVC,PDP8_rev_high,2044,8075.700000000001
Coal_PVC,PDP8_rev_high,2045,6729.75
Coal_PVC,PDP8_rev_high,2046,5383.799999999999
Coal_PVC,PDP8_rev_high,2047,4037.850000000002
Coal_PVC,PDP8_rev_high,2048,2691.899999999998
Coal_PVC,PDP8_rev_high,2049,1345.9500000000007
Coal_PVC,PDP8_rev_high,2050,0
Export,PDP8_rev_high,2000,NA
Export,PDP8_rev_high,2001,NA
Export,PDP8_rev_high,2002,NA
Export,PDP8_rev_high,2003,NA
Export,PDP8_rev_high,2004,NA
Export,PDP8_rev_high,2005,NA
Export,PDP8_rev_high,2006,NA
Export,PDP8_rev_high,2007,NA
Export,PDP8_rev_high,2008,NA
Export,PDP8_rev_high,2009,NA
Export,PDP8_rev_high,2010,NA
Export,PDP8_rev_high,2011,NA
Export,PDP8_rev_high,2012,NA
Export,PDP8_rev_high,2013,NA
Export,PDP8_rev_high,2014,NA
Export,PDP8_rev_high,2015,NA
Export,PDP8_rev_high,2016,NA
Export,PDP8_rev_high,2017,NA
Export,PDP8_rev_high,2018,NA
Export,PDP8_rev_high,2019,NA
Export,PDP8_rev_high,2020,NA
Export,PDP8_rev_high,2021,NA
Export,PDP8_rev_high,2022,NA
Export,PDP8_rev_high,2023,NA
Export,PDP8_rev_high,2024,NA
Export,PDP8_rev_high,2025,0
Export,PDP8_rev_high,2026,2000
Export,PDP8_rev_high,2027,4000
Export,PDP8_rev_high,2028,6000
Export,PDP8_rev_high,2029,8000
Export,PDP8_rev_high,2030,10000
Export,PDP8_rev_high,2031,10000
Export,PDP8_rev_high,2032,10000
Export,PDP8_rev_high,2033,10000
Export,PDP8_rev_high,2034,10000
Export,PDP8_rev_high,2035,10000
Export,PDP8_rev_high,2036,10000
Export,PDP8_rev_high,2037,10000
Export,PDP8_rev_high,2038,10000
Export,PDP8_rev_high,2039,10000
Export,PDP8_rev_high,2040,10000
Export,PDP8_rev_high,2041,10000
Export,PDP8_rev_high,2042,10000
Export,PDP8_rev_high,2043,10000
Export,PDP8_rev_high,2044,10000
Export,PDP8_rev_high,2045,10000
Export,PDP8_rev_high,2046,10000
Export,PDP8_rev_high,2047,10000
Export,PDP8_rev_high,2048,10000
Export,PDP8_rev_high,2049,10000
Export,PDP8_rev_high,2050,10000
Gas,PDP8_rev_high,2000,1880
Gas,PDP8_rev_high,2001,1880
Gas,PDP8_rev_high,2002,1880
Gas,PDP8_rev_high,2003,2360
