Technology,Plan,Year,Capacity_MW
Biomass,PDP8_rev_low,2040,5056
Biomass,PDP8_rev_low,2041,5257.700000000001
Biomass,PDP8_rev_low,2042,5459.4
Biomass,PDP8_rev_low,2043,5661.1
Biomass,PDP8_rev_low,2044,5862.799999999999
Biomass,PDP8_rev_low,2045,6064.5
Biomass,PDP8_rev_low,2046,6266.200000000001
Biomass,PDP8_rev_low,2047,6467.9
Biomass,PDP8_rev_low,2048,6669.6
Biomass,PDP8_rev_low,2049,6871.299999999999
Biomass,PDP8_rev_low,2050,7073
Coal,PDP8_rev_low,2000,NA
Coal,PDP8_rev_low,2001,NA
Coal,PDP8_rev_low,2002,NA
Coal,PDP8_rev_low,2003,NA
Coal,PDP8_rev_low,2004,NA
Coal,PDP8_rev_low,2005,NA
Coal,PDP8_rev_low,2006,NA
Coal,PDP8_rev_low,2007,NA
Coal,PDP8_rev_low,2008,NA
Coal,PDP8_rev_low,2009,NA
Coal,PDP8_rev_low,2010,NA
Coal,PDP8_rev_low,2011,NA
Coal,PDP8_rev_low,2012,NA
Coal,PDP8_rev_low,2013,NA
Coal,PDP8_rev_low,2014,NA
Coal,PDP8_rev_low,2015,NA
Coal,PDP8_rev_low,2016,NA
Coal,PDP8_rev_low,2017,NA
Coal,PDP8_rev_low,2018,NA
Coal,PDP8_rev_low,2019,NA
Coal,PDP8_rev_low,2020,NA
Coal,PDP8_rev_low,2021,NA
Coal,PDP8_rev_low,2022,NA
Coal,PDP8_rev_low,2023,NA
Coal,PDP8_rev_low,2024,NA
Coal,PDP8_rev_low,2025,29539
Coal,PDP8_rev_low,2026,29842.2
Coal,PDP8_rev_low,2027,30145.4
Coal,PDP8_rev_low,2028,30448.6
Coal,PDP8_rev_low,2029,30751.8
Coal,PDP8_rev_low,2030,31055
Coal,PDP8_rev_low,2031,29502.25
Coal,PDP8_rev_low,2032,27949.5
Coal,PDP8_rev_low,2033,26396.75
Coal,PDP8_rev_low,2034,24844
Coal,PDP8_rev_low,2035,23291.25
Coal,PDP8_rev_low,2036,21738.5
Coal,PDP8_rev_low,2037,20185.75
Coal,PDP8_rev_low,2038,18633
Coal,PDP8_rev_low,2039,17080.25
Coal,PDP8_rev_low,2040,15527.5
Coal,PDP8_rev_low,2041,13974.75
Coal,PDP8_rev_low,2042,12422
Coal,PDP8_rev_low,2043,10869.25
Coal,PDP8_rev_low,2044,9316.5
Coal,PDP8_rev_low,2045,7763.75
Coal,PDP8_rev_low,2046,6211
Coal,PDP8_rev_low,2047,4658.25
Coal,PDP8_rev_low,2048,3105.5
Coal,PDP8_rev_low,2049,1552.75
Coal,PDP8_rev_low,2050,0
Coal_CFB,PDP8_rev_low,2000,0
Coal_CFB,PDP8_rev_low,2001,0
Coal_CFB,PDP8_rev_low,2002,0
Coal_CFB,PDP8_rev_low,2003,0
Coal_CFB,PDP8_rev_low,2004,0
Coal_CFB,PDP8_rev_low,2005,111
Coal_CFB,PDP8_rev_low,2006,111
Coal_CFB,PDP8_rev_low,2007,226
Coal_CFB,PDP8_rev_low,2008,226
Coal_CFB,PDP8_rev_low,2009,446
Coal_CFB,PDP8_rev_low,2010,1116
Coal_CFB,PDP8_rev_low,2011,1116
Coal_CFB,PDP8_rev_low,2012,1556
Coal_CFB,PDP8_rev_low,2013,1556
Coal_CFB,PDP8_rev_low,2014,1556
Coal_CFB,PDP8_rev_low,2015,1676
Coal_CFB,PDP8_rev_low,2016,2756
Coal_CFB,PDP8_rev_low,2017,2756
Coal_CFB,PDP8_rev_low,2018,3376
Coal_CFB,PDP8_rev_low,2019,3376
Coal_CFB,PDP8_rev_low,2020,3376
Coal_CFB,PDP8_rev_low,2021,3376
Coal_CFB,PDP8_rev_low,2022,3376
Coal_CFB,PDP8_rev_low,2023,3376
Coal_CFB,PDP8_rev_low,2024,3376
Coal_CFB,PDP8_rev_low,2025,3376
Coal_CFB,PDP8_rev_low,2026,3528
Coal_CFB,PDP8_rev_low,2027,3680
Coal_CFB,PDP8_rev_low,2028,3832
Coal_CFB,PDP8_rev_low,2029,3984
Coal_CFB,PDP8_rev_low,2030,4136
Coal_CFB,PDP8_rev_low,2031,3929.2
Coal_CFB,PDP8_rev_low,2032,3722.4
Coal_CFB,PDP8_rev_low,2033,3515.6
Coal_CFB,PDP8_rev_low,2034,3308.8
Coal_CFB,PDP8_rev_low,2035,3102
Coal_CFB,PDP8_rev_low,2036,2895.2
Coal_CFB,PDP8_rev_low,2037,2688.4
Coal_CFB,PDP8_rev_low,2038,2481.6
Coal_CFB,PDP8_rev_low,2039,2274.8
Coal_CFB,PDP8_rev_low,2040,2068
Coal_CFB,PDP8_rev_low,2041,1861.1999999999998
Coal_CFB,PDP8_rev_low,2042,1654.4
Coal_CFB,PDP8_rev_low,2043,1447.6
Coal_CFB,PDP8_rev_low,2044,1240.8000000000002
Coal_CFB,PDP8_rev_low,2045,1034
Coal_CFB,PDP8_rev_low,2046,827.1999999999998
Coal_CFB,PDP8_rev_low,2047,620.4000000000001
Coal_CFB,PDP8_rev_low,2048,413.5999999999999
Coal_CFB,PDP8_rev_low,2049,206.80000000000018
Coal_CFB,PDP8_rev_low,2050,0
Coal_conv_biomassNH3,PDP8_rev_low,2000,NA
Coal_conv_biomassNH3,PDP8_rev_low,2001,NA
Coal_conv_biomassNH3,PDP8_rev_low,2002,NA
Coal_conv_biomassNH3,PDP8_rev_low,2003,NA
Coal_conv_biomassNH3,PDP8_rev_low,2004,NA
Coal_conv_biomassNH3,PDP8_rev_low,2005,NA
Coal_conv_biomassNH3,PDP8_rev_low,2006,NA
Coal_conv_biomassNH3,PDP8_rev_low,2007,NA
Coal_conv_biomassNH3,PDP8_rev_low,2008,NA
Coal_conv_biomassNH3,PDP8_rev_low,2009,NA
Coal_conv_biomassNH3,PDP8_rev_low,2010,NA
Coal_conv_biomassNH3,PDP8_rev_low,2011,NA
Coal_conv_biomassNH3,PDP8_rev_low,2012,NA
Coal_conv_biomassNH3,PDP8_rev_low,2013,NA
Coal_conv_biomassNH3,PDP8_rev_low,2014,NA
Coal_conv_biomassNH3,PDP8_rev_low,2015,NA
Coal_conv_biomassNH3,PDP8_rev_low,2016,NA
Coal_conv_biomassNH3,PDP8_rev_low,2017,NA
Coal_conv_biomassNH3,PDP8_rev_low,2018,NA
Coal_conv_biomassNH3,PDP8_rev_low,2019,NA
Coal_conv_biomassNH3,PDP8_rev_low,2020,NA
Coal_conv_biomassNH3,PDP8_rev_low,2021,NA
Coal_conv_biomassNH3,PDP8_rev_low,2022,NA
Coal_conv_biomassNH3,PDP8_rev_low,2023,NA
Coal_conv_biomassNH3,PDP8_rev_low,2024,NA
Coal_conv_biomassNH3,PDP8_rev_low,2025,0
Coal_conv_biomassNH3,PDP8_rev_low,2026,0
Coal_conv_biomassNH3,PDP8_rev_low,2027,0
Coal_conv_biomassNH3,PDP8_rev_low,2028,0
Coal_conv_biomassNH3,PDP8_rev_low,2029,0
Coal_conv_biomassNH3,PDP8_rev_low,2030,0
Coal_conv_biomassNH3,PDP8_rev_low,2031,1289.9
Coal_conv_biomassNH3,PDP8_rev_low,2032,2579.8
Coal_conv_biomassNH3,PDP8_rev_low,2033,3869.7
Coal_conv_biomassNH3,PDP8_rev_low,2034,5159.6
Coal_conv_biomassNH3,PDP8_rev_low,2035,6449.5
Coal_conv_biomassNH3,PDP8_rev_low,2036,7739.4
Coal_conv_biomassNH3,PDP8_rev_low,2037,9029.3
Coal_conv_biomassNH3,PDP8_rev_low,2038,10319.2
Coal_conv_biomassNH3,PDP8_rev_low,2039,11609.1
Coal_conv_biomassNH3,PDP8_rev_low,2040,12899
Coal_conv_biomassNH3,PDP8_rev_low,2041,14188.900000000001
Coal_conv_biomassNH3,PDP8_rev_low,2042,15478.8
Coal_conv_biomassNH3,PDP8_rev_low,2043,16768.7
Coal_conv_biomassNH3,PDP8_rev_low,2044,18058.6
Coal_conv_biomassNH3,PDP8_rev_low,2045,19348.5
Coal_conv_biomassNH3,PDP8_rev_low,2046,20638.4
Coal_conv_biomassNH3,PDP8_rev_low,2047,21928.3
Coal_conv_biomassNH3,PDP8_rev_low,2048,23218.2
Coal_conv_biomassNH3,PDP8_rev_low,2049,24508.1
Coal_conv_biomassNH3,PDP8_rev_low,2050,25798
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2000,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2001,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2002,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2003,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2004,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2005,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2006,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2007,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2008,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2009,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2010,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2011,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2012,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2013,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2014,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2015,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2016,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2017,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2018,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2019,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2020,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2021,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2022,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2023,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2024,NA
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2025,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2026,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2027,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2028,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2029,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2030,0
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2031,206.8
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2032,413.6
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2033,620.4
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2034,827.2
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2035,1034
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2036,1240.8
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2037,1447.6
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2038,1654.4
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2039,1861.2
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2040,2068
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2041,2274.8
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2042,2481.6
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2043,2688.4
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2044,2895.2
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2045,3102
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2046,3308.8
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2047,3515.6
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2048,3722.4
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2049,3929.2
Coal_conv_biomassNH3_CFB,PDP8_rev_low,2050,4136
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2000,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2001,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2002,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2003,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2004,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2005,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2006,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2007,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2008,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2009,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2010,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2011,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2012,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2013,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2014,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2015,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2016,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2017,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2018,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2019,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2020,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2021,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2022,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2023,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2024,NA
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2025,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2026,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2027,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2028,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2029,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2030,0
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2031,1083.1000000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2032,2166.2000000000003
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2033,3249.2999999999997
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2034,4332.4000000000005
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2035,5415.5
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2036,6498.5999999999995
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2037,7581.7
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2038,8664.800000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2039,9747.9
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2040,10831
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2041,11914.1
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2042,12997.199999999999
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2043,14080.300000000001
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2044,15163.4
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2045,16246.5
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2046,17329.600000000002
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2047,18412.7
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2048,19495.8
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2049,20578.899999999998
Coal_conv_biomassNH3_PVC,PDP8_rev_low,2050,21662
Coal_PVC,PDP8_rev_low,2000,550
Coal_PVC,PDP8_rev_low,2001,550
Coal_PVC,PDP8_rev_low,2002,1140
Coal_PVC,PDP8_rev_low,2003,1140
Coal_PVC,PDP8_rev_low,2004,1390
Coal_PVC,PDP8_rev_low,2005,1279
Coal_PVC,PDP8_rev_low,2006,1399
Coal_PVC,PDP8_rev_low,2007,1584
Coal_PVC,PDP8_rev_low,2008,1584
Coal_PVC,PDP8_rev_low,2009,1884
Coal_PVC,PDP8_rev_low,2010,1514
Coal_PVC,PDP8_rev_low,2011,2794
Coal_PVC,PDP8_rev_low,2012,2804
Coal_PVC,PDP8_rev_low,2013,3844
Coal_PVC,PDP8_rev_low,2014,6944
Coal_PVC,PDP8_rev_low,2015,11304
Coal_PVC,PDP8_rev_low,2016,10524
Coal_PVC,PDP8_rev_low,2017,12814
Coal_PVC,PDP8_rev_low,2018,14424
Coal_PVC,PDP8_rev_low,2019,15624
Coal_PVC,PDP8_rev_low,2020,16914
Coal_PVC,PDP8_rev_low,2021,19314
Coal_PVC,PDP8_rev_low,2022,21234
Coal_PVC,PDP8_rev_low,2023,23144
Coal_PVC,PDP8_rev_low,2024,23864
Coal_PVC,PDP8_rev_low,2025,26163
Coal_PVC,PDP8_rev_low,2026,26314.2
Coal_PVC,PDP8_rev_low,2027,26465.4
Coal_PVC,PDP8_rev_low,2028,26616.6
Coal_PVC,PDP8_rev_low,2029,26767.8
Coal_PVC,PDP8_rev_low,2030,26919
Coal_PVC,PDP8_rev_low,2031,25573.05
Coal_PVC,PDP8_rev_low,2032,24227.1
Coal_PVC,PDP8_rev_low,2033,22881.15
Coal_PVC,PDP8_rev_low,2034,21535.2
Coal_PVC,PDP8_rev_low,2035,20189.25
Coal_PVC,PDP8_rev_low,2036,18843.3
Coal_PVC,PDP8_rev_low,2037,17497.35
Coal_PVC,PDP8_rev_low,2038,16151.4
Coal_PVC,PDP8_rev_low,2039,14805.449999999999
Coal_PVC,PDP8_rev_low,2040,13459.5
Coal_PVC,PDP8_rev_low,2041,12113.55
Coal_PVC,PDP8_rev_low,2042,10767.6
Coal_PVC,PDP8_rev_low,2043,9421.649999999998
Coal_PVC,PDP8_rev_low,2044,8075.700000000001
Coal_PVC,PDP8_rev_low,2045,6729.75
Coal_PVC,PDP8_rev_low,2046,5383.799999999999
Coal_PVC,PDP8_rev_low,2047,4037.850000000002
Coal_PVC,PDP8_rev_low,2048,2691.899999999998
Coal_PVC,PDP8_rev_low,2049,1345.9500000000007
Coal_PVC,PDP8_rev_low,2050,0
Export,PDP8_rev_low,2000,NA
Export,PDP8_rev_low,2001,NA
Export,PDP8_rev_low,2002,NA
Export,PDP8_rev_low,2003,NA
Export,PDP8_rev_low,2004,NA
Export,PDP8_rev_low,2005,NA
Export,PDP8_rev_low,2006,NA
Export,PDP8_rev_low,2007,NA
Export,PDP8_rev_low,2008,NA
Export,PDP8_rev_low,2009,NA
Export,PDP8_rev_low,2010,NA
Export,PDP8_rev_low,2011,NA
Export,PDP8_rev_low,2012,NA
Export,PDP8_rev_low,2013,NA
Export,PDP8_rev_low,2014,NA
Export,PDP8_rev_low,2015,NA
Export,PDP8_rev_low,2016,NA
Export,PDP8_rev_low,2017,NA
Export,PDP8_rev_low,2018,NA
Export,PDP8_rev_low,2019,NA
Export,PDP8_rev_low,2020,NA
Export,PDP8_rev_low,2021,NA
Export,PDP8_rev_low,2022,NA
Export,PDP8_rev_low,2023,NA
Export,PDP8_rev_low,2024,NA
Export,PDP8_rev_low,2025,0
Export,PDP8_rev_low,2026,1000
Export,PDP8_rev_low,2027,2000
Export,PDP8_rev_low,2028,3000
Export,PDP8_rev_low,2029,4000
Export,PDP8_rev_low,2030,5000
Export,PDP8_rev_low,2031,5250
Export,PDP8_rev_low,2032,5500
Export,PDP8_rev_low,2033,5750
Export,PDP8_rev_low,2034,6000
Export,PDP8_rev_low,2035,6250
Export,PDP8_rev_low,2036,6500
Export,PDP8_rev_low,2037,6750
Export,PDP8_rev_low,2038,7000
Export,PDP8_rev_low,2039,7250
Export,PDP8_rev_low,2040,7500
Export,PDP8_rev_low,2041,7750
Export,PDP8_rev_low,2042,8000
Export,PDP8_rev_low,2043,8250
Export,PDP8_rev_low,2044,8500
Export,PDP8_rev_low,2045,8750
Export,PDP8_rev_low,2046,9000
Export,PDP8_rev_low,2047,9250
Export,PDP8_rev_low,2048,9500
Export,PDP8_rev_low,2049,9750
Export,PDP8_rev_low,2050,10000
Gas,PDP8_rev_low,2000,1880
Gas,PDP8_rev_low,2001,1880
Gas,PDP8_rev_low,2002,1880
Gas,PDP8_rev_low,2003,2360
Gas,PDP8_rev_low,2004,3570
Gas,PDP8_rev_low,2005,4300
Gas,PDP8_rev_low,2006,4300
Gas,PDP8_rev_low,2007,4770
Gas,PDP8_rev_low,2008,6270
Gas,PDP8_rev_low,2009,7070
Gas,PDP8_rev_low,2010,7070
Gas,PDP8_rev_low,2011,7820
Gas,PDP8_rev_low,2012,7820
Gas,PDP8_rev_low,2013,7820
Gas,PDP8_rev_low,2014,7820
Gas,PDP8_rev_low,2015,8150
Gas,PDP8_rev_low,2016,8150
Gas,PDP8_rev_low,2017,8150
Gas,PDP8_rev_low,2018,8150
Gas,PDP8_rev_low,2019,8150
Gas,PDP8_rev_low,2020,8150
Gas,PDP8_rev_low,2021,8150
Gas,PDP8_rev_low,2022,8150
Gas,PDP8_rev_low,2023,8150
Gas,PDP8_rev_low,2024,8150
Gas,PDP8_rev_low,2025,8921
Gas,PDP8_rev_low,2026,9709
Gas,PDP8_rev_low,2027,10497
Gas,PDP8_rev_low,2028,11285
Gas,PDP8_rev_low,2029,12073
Gas,PDP8_rev_low,2030,12861
Gas,PDP8_rev_low,2031,13679.6
Gas,PDP8_rev_low,2032,14498.2
Gas,PDP8_rev_low,2033,15316.8
Gas,PDP8_rev_low,2034,16135.4
Gas,PDP8_rev_low,2035,16954
Gas,PDP8_rev_low,2036,17772.6
Gas,PDP8_rev_low,2037,18591.2
Gas,PDP8_rev_low,2038,19409.8
Gas,PDP8_rev_low,2039,20228.4
Gas,PDP8_rev_low,2040,21047
Gas,PDP8_rev_low,2041,21865.6
Gas,PDP8_rev_low,2042,22684.199999999997
Gas,PDP8_rev_low,2043,23502.800000000003
Gas,PDP8_rev_low,2044,24321.4
Gas,PDP8_rev_low,2045,25140
Gas,PDP8_rev_low,2046,25958.6
Gas,PDP8_rev_low,2047,26777.199999999997
Gas,PDP8_rev_low,2048,27595.800000000003
Gas,PDP8_rev_low,2049,28414.4
Gas,PDP8_rev_low,2050,29233
GAS_H2,PDP8_rev_low,2000,NA
GAS_H2,PDP8_rev_low,2001,NA
GAS_H2,PDP8_rev_low,2002,NA
GAS_H2,PDP8_rev_low,2003,NA
GAS_H2,PDP8_rev_low,2004,NA
GAS_H2,PDP8_rev_low,2005,NA
GAS_H2,PDP8_rev_low,2006,NA
GAS_H2,PDP8_rev_low,2007,NA
GAS_H2,PDP8_rev_low,2008,NA
GAS_H2,PDP8_rev_low,2009,NA
GAS_H2,PDP8_rev_low,2010,NA
GAS_H2,PDP8_rev_low,2011,NA
GAS_H2,PDP8_rev_low,2012,NA
GAS_H2,PDP8_rev_low,2013,NA
GAS_H2,PDP8_rev_low,2014,NA
GAS_H2,PDP8_rev_low,2015,NA
GAS_H2,PDP8_rev_low,2016,NA
GAS_H2,PDP8_rev_low,2017,NA
GAS_H2,PDP8_rev_low,2018,NA
GAS_H2,PDP8_rev_low,2019,NA
GAS_H2,PDP8_rev_low,2020,NA
GAS_H2,PDP8_rev_low,2021,NA
GAS_H2,PDP8_rev_low,2022,NA
GAS_H2,PDP8_rev_low,2023,NA
GAS_H2,PDP8_rev_low,2024,NA
GAS_H2,PDP8_rev_low,2025,0
GAS_H2,PDP8_rev_low,2026,0
GAS_H2,PDP8_rev_low,2027,0
GAS_H2,PDP8_rev_low,2028,0
GAS_H2,PDP8_rev_low,2029,0
GAS_H2,PDP8_rev_low,2030,0
GAS_H2,PDP8_rev_low,2031,351.5
GAS_H2,PDP8_rev_low,2032,703
GAS_H2,PDP8_rev_low,2033,1054.5
GAS_H2,PDP8_rev_low,2034,1406
GAS_H2,PDP8_rev_low,2035,1757.5
GAS_H2,PDP8_rev_low,2036,2109
GAS_H2,PDP8_rev_low,2037,2460.5
GAS_H2,PDP8_rev_low,2038,2812
GAS_H2,PDP8_rev_low,2039,3163.5
GAS_H2,PDP8_rev_low,2040,3515
GAS_H2,PDP8_rev_low,2041,3866.5000000000005
GAS_H2,PDP8_rev_low,2042,4218
GAS_H2,PDP8_rev_low,2043,4569.5
GAS_H2,PDP8_rev_low,2044,4921
GAS_H2,PDP8_rev_low,2045,5272.5
GAS_H2,PDP8_rev_low,2046,5624
GAS_H2,PDP8_rev_low,2047,5975.5
GAS_H2,PDP8_rev_low,2048,6327
GAS_H2,PDP8_rev_low,2049,6678.5
GAS_H2,PDP8_rev_low,2050,7030
Hydro,PDP8_rev_low,2000,3270
Hydro,PDP8_rev_low,2001,3810
Hydro,PDP8_rev_low,2002,4120
Hydro,PDP8_rev_low,2003,4170
Hydro,PDP8_rev_low,2004,4210
Hydro,PDP8_rev_low,2005,4270
Hydro,PDP8_rev_low,2006,4510
Hydro,PDP8_rev_low,2007,4910
Hydro,PDP8_rev_low,2008,5910
Hydro,PDP8_rev_low,2009,7180
Hydro,PDP8_rev_low,2010,8650
Hydro,PDP8_rev_low,2011,10080
Hydro,PDP8_rev_low,2012,13550
Hydro,PDP8_rev_low,2013,14720
Hydro,PDP8_rev_low,2014,15750
Hydro,PDP8_rev_low,2015,16630
Hydro,PDP8_rev_low,2016,17850
Hydro,PDP8_rev_low,2017,17810
Hydro,PDP8_rev_low,2018,17990
Hydro,PDP8_rev_low,2019,20330
Hydro,PDP8_rev_low,2020,20820
Hydro,PDP8_rev_low,2021,21850
Hydro,PDP8_rev_low,2022,22530
Hydro,PDP8_rev_low,2023,22920
Hydro,PDP8_rev_low,2024,23710
Hydro,PDP8_rev_low,2025,24600
Hydro,PDP8_rev_low,2026,26338.8
Hydro,PDP8_rev_low,2027,28077.6
Hydro,PDP8_rev_low,2028,29816.4
Hydro,PDP8_rev_low,2029,31555.2
Hydro,PDP8_rev_low,2030,33294
Hydro,PDP8_rev_low,2031,33660.5
Hydro,PDP8_rev_low,2032,34027
Hydro,PDP8_rev_low,2033,34393.5
Hydro,PDP8_rev_low,2034,34760
Hydro,PDP8_rev_low,2035,35126.5
Hydro,PDP8_rev_low,2036,35493
Hydro,PDP8_rev_low,2037,35859.5
Hydro,PDP8_rev_low,2038,36226
Hydro,PDP8_rev_low,2039,36592.5
Hydro,PDP8_rev_low,2040,36959
Hydro,PDP8_rev_low,2041,37325.5
Hydro,PDP8_rev_low,2042,37692
Hydro,PDP8_rev_low,2043,38058.5
Hydro,PDP8_rev_low,2044,38425
Hydro,PDP8_rev_low,2045,38791.5
Hydro,PDP8_rev_low,2046,39158
Hydro,PDP8_rev_low,2047,39524.5
Hydro,PDP8_rev_low,2048,39891
Hydro,PDP8_rev_low,2049,40257.5
Hydro,PDP8_rev_low,2050,40624
Import,PDP8_rev_low,2000,NA
Import,PDP8_rev_low,2001,NA
Import,PDP8_rev_low,2002,NA
Import,PDP8_rev_low,2003,NA
Import,PDP8_rev_low,2004,NA
Import,PDP8_rev_low,2005,NA
Import,PDP8_rev_low,2006,NA
Import,PDP8_rev_low,2007,NA
Import,PDP8_rev_low,2008,NA
Import,PDP8_rev_low,2009,NA
Import,PDP8_rev_low,2010,NA
Import,PDP8_rev_low,2011,NA
Import,PDP8_rev_low,2012,NA
Import,PDP8_rev_low,2013,NA
Import,PDP8_rev_low,2014,NA
Import,PDP8_rev_low,2015,NA
Import,PDP8_rev_low,2016,NA
Import,PDP8_rev_low,2017,NA
Import,PDP8_rev_low,2018,NA
Import,PDP8_rev_low,2019,NA
Import,PDP8_rev_low,2020,NA
Import,PDP8_rev_low,2021,NA
Import,PDP8_rev_low,2022,NA
Import,PDP8_rev_low,2023,NA
Import,PDP8_rev_low,2024,NA
Import,PDP8_rev_low,2025,1222
Import,PDP8_rev_low,2026,2849.6000000000004
Import,PDP8_rev_low,2027,4477.200000000001
Import,PDP8_rev_low,2028,6104.8
Import,PDP8_rev_low,2029,7732.4000000000005
Import,PDP8_rev_low,2030,9360
Import,PDP8_rev_low,2031,9626.4
Import,PDP8_rev_low,2032,9892.8
Import,PDP8_rev_low,2033,10159.2
