"","Technology","Plan","Year","Capacity_MW","CAPEX_kUSD_MW","CAPEX_kUSD_MW_lwr","CAPEX_kUSD_MW_upr","CAP_MIOUSD","CAP_MIOUSD_lwr","CAP_MIOUSD_upr","delta_cap","INV_MIOUSD","INV_MIOUSD_lwr","INV_MIOUSD_upr","CAP_GW_Add"
"59","Coal_PVC","PDP8_rev_low",2007,1584,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,0.185
"60","Coal_PVC","PDP8_rev_low",2008,1584,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"61","Coal_PVC","PDP8_rev_low",2009,1884,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,0.3
"62","Coal_PVC","PDP8_rev_low",2010,1514,NA,NA,NA,NA,NA,NA,-370,NA,NA,NA,0
"63","Coal_PVC","PDP8_rev_low",2011,2794,NA,NA,NA,NA,NA,NA,1280,NA,NA,NA,1.28
"64","Coal_PVC","PDP8_rev_low",2012,2804,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0.01
"65","Coal_PVC","PDP8_rev_low",2013,3844,NA,NA,NA,NA,NA,NA,1040,NA,NA,NA,1.04
"66","Coal_PVC","PDP8_rev_low",2014,6944,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,3.1
"67","Coal_PVC","PDP8_rev_low",2015,11304,NA,NA,NA,NA,NA,NA,4360,NA,NA,NA,4.36
"68","Coal_PVC","PDP8_rev_low",2016,10524,NA,NA,NA,NA,NA,NA,-780,NA,NA,NA,0
"69","Coal_PVC","PDP8_rev_low",2017,12814,NA,NA,NA,NA,NA,NA,2290,NA,NA,NA,2.29
"70","Coal_PVC","PDP8_rev_low",2018,14424,NA,NA,NA,NA,NA,NA,1610,NA,NA,NA,1.61
"71","Coal_PVC","PDP8_rev_low",2019,15624,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,1.2
"72","Coal_PVC","PDP8_rev_low",2020,16914,1789,1634,1944,30259.146,27637.476,32880.816,1290,2307.81,2107.86,2507.76,1.29
"73","Coal_PVC","PDP8_rev_low",2021,19314,1789,1634,1944,34552.746,31559.076,37546.416,2400,4293.6,3921.6,4665.6,2.4
"74","Coal_PVC","PDP8_rev_low",2022,21234,1789,1634,1944,37987.626,34696.356,41278.896,1920,3434.88,3137.28,3732.48,1.92
"75","Coal_PVC","PDP8_rev_low",2023,23144,1789,1634,1944,41404.616,37817.296,44991.936,1910,3416.99,3120.94,3713.04,1.91
"76","Coal_PVC","PDP8_rev_low",2024,23864,1789,1634,1944,42692.696,38993.776,46391.616,720,1288.08,1176.48,1399.68,0.72
"77","Coal_PVC","PDP8_rev_low",2025,26163,1789,1634,1944,46805.607,42750.342,50860.872,2299,4112.911,3756.566,4469.256,2.299
"78","Coal_PVC","PDP8_rev_low",2026,26314.2,1789,1634,1944,47076.1038,42997.4028,51154.8048,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"79","Coal_PVC","PDP8_rev_low",2027,26465.4,1789,1634,1944,47346.6006,43244.4636,51448.7376,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"80","Coal_PVC","PDP8_rev_low",2028,26616.6,1789,1634,1944,47617.0974,43491.5244,51742.6704,151.199999999997,270.496799999995,247.060799999995,293.932799999994,0.151199999999997
"81","Coal_PVC","PDP8_rev_low",2029,26767.8,1789,1634,1944,47887.5942,43738.5852,52036.6032,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"82","Coal_PVC","PDP8_rev_low",2030,26919,1698,1543,1853,45708.462,41536.017,49880.907,151.200000000001,256.737600000001,233.301600000001,280.173600000001,0.151200000000001
"83","Coal_PVC","PDP8_rev_low",2031,25573.05,1698,1543,1853,43423.0389,39459.21615,47386.86165,-1345.95,0,0,0,0
"84","Coal_PVC","PDP8_rev_low",2032,24227.1,1698,1543,1853,41137.6158,37382.4153,44892.8163,-1345.95,0,0,0,0
"85","Coal_PVC","PDP8_rev_low",2033,22881.15,1698,1543,1853,38852.1927,35305.61445,42398.77095,-1345.95,0,0,0,0
"86","Coal_PVC","PDP8_rev_low",2034,21535.2,1698,1543,1853,36566.7696,33228.8136,39904.7256,-1345.95,0,0,0,0
"87","Coal_PVC","PDP8_rev_low",2035,20189.25,1698,1543,1853,34281.3465,31152.01275,37410.68025,-1345.95,0,0,0,0
"88","Coal_PVC","PDP8_rev_low",2036,18843.3,1698,1543,1853,31995.9234,29075.2119,34916.6349,-1345.95,0,0,0,0
"89","Coal_PVC","PDP8_rev_low",2037,17497.35,1698,1543,1853,29710.5003,26998.41105,32422.58955,-1345.95,0,0,0,0
"90","Coal_PVC","PDP8_rev_low",2038,16151.4,1698,1543,1853,27425.0772,24921.6102,29928.5442,-1345.95,0,0,0,0
"91","Coal_PVC","PDP8_rev_low",2039,14805.45,1698,1543,1853,25139.6541,22844.80935,27434.49885,-1345.95,0,0,0,0
"92","Coal_PVC","PDP8_rev_low",2040,13459.5,1698,1543,1853,22854.231,20768.0085,24940.4535,-1345.95,0,0,0,0
"93","Coal_PVC","PDP8_rev_low",2041,12113.55,1698,1543,1853,20568.8079,18691.20765,22446.40815,-1345.95,0,0,0,0
"94","Coal_PVC","PDP8_rev_low",2042,10767.6,1698,1543,1853,18283.3848,16614.4068,19952.3628,-1345.95,0,0,0,0
"95","Coal_PVC","PDP8_rev_low",2043,9421.65,1698,1543,1853,15997.9617,14537.60595,17458.31745,-1345.95,0,0,0,0
"96","Coal_PVC","PDP8_rev_low",2044,8075.7,1698,1543,1853,13712.5386,12460.8051,14964.2721,-1345.95,0,0,0,0
"97","Coal_PVC","PDP8_rev_low",2045,6729.75,1698,1543,1853,11427.1155,10384.00425,12470.22675,-1345.95,0,0,0,0
"98","Coal_PVC","PDP8_rev_low",2046,5383.8,1698,1543,1853,9141.6924,8307.2034,9976.1814,-1345.95,0,0,0,0
"99","Coal_PVC","PDP8_rev_low",2047,4037.85,1698,1543,1853,6856.2693,6230.40255,7482.13605,-1345.95,0,0,0,0
"100","Coal_PVC","PDP8_rev_low",2048,2691.9,1698,1543,1853,4570.8462,4153.6017,4988.0907,-1345.95,0,0,0,0
"101","Coal_PVC","PDP8_rev_low",2049,1345.95,1698,1543,1853,2285.4231,2076.80085,2494.04535,-1345.95,0,0,0,0
"102","Coal_PVC","PDP8_rev_low",2050,0,1674,1519,1829,0,0,0,-1345.95,0,0,0,0
"103","Coal_PVC","PDP8_rev_high",2000,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Coal_PVC","PDP8_rev_high",2001,550,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"105","Coal_PVC","PDP8_rev_high",2002,1140,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,0.59
"106","Coal_PVC","PDP8_rev_high",2003,1140,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"107","Coal_PVC","PDP8_rev_high",2004,1390,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,0.25
"108","Coal_PVC","PDP8_rev_high",2005,1279,NA,NA,NA,NA,NA,NA,-111,NA,NA,NA,0
"109","Coal_PVC","PDP8_rev_high",2006,1399,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,0.12
"110","Coal_PVC","PDP8_rev_high",2007,1584,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,0.185
"111","Coal_PVC","PDP8_rev_high",2008,1584,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"112","Coal_PVC","PDP8_rev_high",2009,1884,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,0.3
"113","Coal_PVC","PDP8_rev_high",2010,1514,NA,NA,NA,NA,NA,NA,-370,NA,NA,NA,0
"114","Coal_PVC","PDP8_rev_high",2011,2794,NA,NA,NA,NA,NA,NA,1280,NA,NA,NA,1.28
"115","Coal_PVC","PDP8_rev_high",2012,2804,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0.01
"116","Coal_PVC","PDP8_rev_high",2013,3844,NA,NA,NA,NA,NA,NA,1040,NA,NA,NA,1.04
"117","Coal_PVC","PDP8_rev_high",2014,6944,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,3.1
"118","Coal_PVC","PDP8_rev_high",2015,11304,NA,NA,NA,NA,NA,NA,4360,NA,NA,NA,4.36
"119","Coal_PVC","PDP8_rev_high",2016,10524,NA,NA,NA,NA,NA,NA,-780,NA,NA,NA,0
"120","Coal_PVC","PDP8_rev_high",2017,12814,NA,NA,NA,NA,NA,NA,2290,NA,NA,NA,2.29
"121","Coal_PVC","PDP8_rev_high",2018,14424,NA,NA,NA,NA,NA,NA,1610,NA,NA,NA,1.61
"122","Coal_PVC","PDP8_rev_high",2019,15624,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,1.2
"123","Coal_PVC","PDP8_rev_high",2020,16914,1789,1634,1944,30259.146,27637.476,32880.816,1290,2307.81,2107.86,2507.76,1.29
"124","Coal_PVC","PDP8_rev_high",2021,19314,1789,1634,1944,34552.746,31559.076,37546.416,2400,4293.6,3921.6,4665.6,2.4
"125","Coal_PVC","PDP8_rev_high",2022,21234,1789,1634,1944,37987.626,34696.356,41278.896,1920,3434.88,3137.28,3732.48,1.92
"126","Coal_PVC","PDP8_rev_high",2023,23144,1789,1634,1944,41404.616,37817.296,44991.936,1910,3416.99,3120.94,3713.04,1.91
"127","Coal_PVC","PDP8_rev_high",2024,23864,1789,1634,1944,42692.696,38993.776,46391.616,720,1288.08,1176.48,1399.68,0.72
"128","Coal_PVC","PDP8_rev_high",2025,26163,1789,1634,1944,46805.607,42750.342,50860.872,2299,4112.911,3756.566,4469.256,2.299
"129","Coal_PVC","PDP8_rev_high",2026,26314.2,1789,1634,1944,47076.1038,42997.4028,51154.8048,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"130","Coal_PVC","PDP8_rev_high",2027,26465.4,1789,1634,1944,47346.6006,43244.4636,51448.7376,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"131","Coal_PVC","PDP8_rev_high",2028,26616.6,1789,1634,1944,47617.0974,43491.5244,51742.6704,151.199999999997,270.496799999995,247.060799999995,293.932799999994,0.151199999999997
"132","Coal_PVC","PDP8_rev_high",2029,26767.8,1789,1634,1944,47887.5942,43738.5852,52036.6032,151.200000000001,270.496800000001,247.060800000001,293.932800000001,0.151200000000001
"133","Coal_PVC","PDP8_rev_high",2030,26919,1698,1543,1853,45708.462,41536.017,49880.907,151.200000000001,256.737600000001,233.301600000001,280.173600000001,0.151200000000001
"134","Coal_PVC","PDP8_rev_high",2031,25573.05,1698,1543,1853,43423.0389,39459.21615,47386.86165,-1345.95,0,0,0,0
"135","Coal_PVC","PDP8_rev_high",2032,24227.1,1698,1543,1853,41137.6158,37382.4153,44892.8163,-1345.95,0,0,0,0
"136","Coal_PVC","PDP8_rev_high",2033,22881.15,1698,1543,1853,38852.1927,35305.61445,42398.77095,-1345.95,0,0,0,0
"137","Coal_PVC","PDP8_rev_high",2034,21535.2,1698,1543,1853,36566.7696,33228.8136,39904.7256,-1345.95,0,0,0,0
"138","Coal_PVC","PDP8_rev_high",2035,20189.25,1698,1543,1853,34281.3465,31152.01275,37410.68025,-1345.95,0,0,0,0
"139","Coal_PVC","PDP8_rev_high",2036,18843.3,1698,1543,1853,31995.9234,29075.2119,34916.6349,-1345.95,0,0,0,0
"140","Coal_PVC","PDP8_rev_high",2037,17497.35,1698,1543,1853,29710.5003,26998.41105,32422.58955,-1345.95,0,0,0,0
"141","Coal_PVC","PDP8_rev_high",2038,16151.4,1698,1543,1853,27425.0772,24921.6102,29928.5442,-1345.95,0,0,0,0
"142","Coal_PVC","PDP8_rev_high",2039,14805.45,1698,1543,1853,25139.6541,22844.80935,27434.49885,-1345.95,0,0,0,0
"143","Coal_PVC","PDP8_rev_high",2040,13459.5,1698,1543,1853,22854.231,20768.0085,24940.4535,-1345.95,0,0,0,0
"144","Coal_PVC","PDP8_rev_high",2041,12113.55,1698,1543,1853,20568.8079,18691.20765,22446.40815,-1345.95,0,0,0,0
"145","Coal_PVC","PDP8_rev_high",2042,10767.6,1698,1543,1853,18283.3848,16614.4068,19952.3628,-1345.95,0,0,0,0
"146","Coal_PVC","PDP8_rev_high",2043,9421.65,1698,1543,1853,15997.9617,14537.60595,17458.31745,-1345.95,0,0,0,0
"147","Coal_PVC","PDP8_rev_high",2044,8075.7,1698,1543,1853,13712.5386,12460.8051,14964.2721,-1345.95,0,0,0,0
"148","Coal_PVC","PDP8_rev_high",2045,6729.75,1698,1543,1853,11427.1155,10384.00425,12470.22675,-1345.95,0,0,0,0
"149","Coal_PVC","PDP8_rev_high",2046,5383.8,1698,1543,1853,9141.6924,8307.2034,9976.1814,-1345.95,0,0,0,0
"150","Coal_PVC","PDP8_rev_high",2047,4037.85,1698,1543,1853,6856.2693,6230.40255,7482.13605,-1345.95,0,0,0,0
"151","Coal_PVC","PDP8_rev_high",2048,2691.9,1698,1543,1853,4570.8462,4153.6017,4988.0907,-1345.95,0,0,0,0
"152","Coal_PVC","PDP8_rev_high",2049,1345.95,1698,1543,1853,2285.4231,2076.80085,2494.04535,-1345.95,0,0,0,0
"153","Coal_PVC","PDP8_rev_high",2050,0,1674,1519,1829,0,0,0,-1345.95,0,0,0,0
"154","Coal_CFB","PDP8",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Coal_CFB","PDP8",2001,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"156","Coal_CFB","PDP8",2002,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"157","Coal_CFB","PDP8",2003,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"158","Coal_CFB","PDP8",2004,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"159","Coal_CFB","PDP8",2005,111,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,0.111
"160","Coal_CFB","PDP8",2006,111,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"161","Coal_CFB","PDP8",2007,226,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,0.115
"162","Coal_CFB","PDP8",2008,226,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"163","Coal_CFB","PDP8",2009,446,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,0.22
"164","Coal_CFB","PDP8",2010,1116,NA,NA,NA,NA,NA,NA,670,NA,NA,NA,0.67
"165","Coal_CFB","PDP8",2011,1116,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"166","Coal_CFB","PDP8",2012,1556,NA,NA,NA,NA,NA,NA,440,NA,NA,NA,0.44
"167","Coal_CFB","PDP8",2013,1556,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"168","Coal_CFB","PDP8",2014,1556,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"169","Coal_CFB","PDP8",2015,1676,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,0.12
"170","Coal_CFB","PDP8",2016,2756,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,1.08
"171","Coal_CFB","PDP8",2017,2756,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"172","Coal_CFB","PDP8",2018,3376,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,0.62
"173","Coal_CFB","PDP8",2019,3376,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"174","Coal_CFB","PDP8",2020,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"175","Coal_CFB","PDP8",2021,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"176","Coal_CFB","PDP8",2022,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"177","Coal_CFB","PDP8",2023,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"178","Coal_CFB","PDP8",2024,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"179","Coal_CFB","PDP8",2025,3376,1530,985,2075,5165.28,3325.36,7005.2,0,0,0,0,0
"180","Coal_CFB","PDP8",2026,3528,1530,985,2075,5397.84,3475.08,7320.6,152,232.56,149.72,315.4,0.152
"181","Coal_CFB","PDP8",2027,3680,1530,985,2075,5630.4,3624.8,7636,152,232.56,149.72,315.4,0.152
"182","Coal_CFB","PDP8",2028,3832,1530,985,2075,5862.96,3774.52,7951.4,152,232.56,149.72,315.4,0.152
"183","Coal_CFB","PDP8",2029,3984,1530,985,2075,6095.52,3924.24,8266.8,152,232.56,149.72,315.4,0.152
"184","Coal_CFB","PDP8",2030,4136,1520,1030,2010,6286.72,4260.08,8313.36,152,231.04,156.56,305.52,0.152
"185","Coal_CFB","PDP8",2031,3929.2,1520,1030,2010,5972.384,4047.076,7897.692,-206.8,0,0,0,0
"186","Coal_CFB","PDP8",2032,3722.4,1520,1030,2010,5658.048,3834.072,7482.024,-206.8,0,0,0,0
"187","Coal_CFB","PDP8",2033,3515.6,1520,1030,2010,5343.712,3621.068,7066.356,-206.8,0,0,0,0
"188","Coal_CFB","PDP8",2034,3308.8,1520,1030,2010,5029.376,3408.064,6650.688,-206.8,0,0,0,0
"189","Coal_CFB","PDP8",2035,3102,1520,1030,2010,4715.04,3195.06,6235.02,-206.8,0,0,0,0
"190","Coal_CFB","PDP8",2036,2895.2,1520,1030,2010,4400.704,2982.056,5819.352,-206.8,0,0,0,0
"191","Coal_CFB","PDP8",2037,2688.4,1520,1030,2010,4086.368,2769.052,5403.684,-206.8,0,0,0,0
"192","Coal_CFB","PDP8",2038,2481.6,1520,1030,2010,3772.032,2556.048,4988.016,-206.8,0,0,0,0
"193","Coal_CFB","PDP8",2039,2274.8,1520,1030,2010,3457.696,2343.044,4572.348,-206.8,0,0,0,0
"194","Coal_CFB","PDP8",2040,2068,1520,1030,2010,3143.36,2130.04,4156.68,-206.8,0,0,0,0
"195","Coal_CFB","PDP8",2041,1861.2,1520,1030,2010,2829.024,1917.036,3741.012,-206.8,0,0,0,0
"196","Coal_CFB","PDP8",2042,1654.4,1520,1030,2010,2514.688,1704.032,3325.344,-206.8,0,0,0,0
"197","Coal_CFB","PDP8",2043,1447.6,1520,1030,2010,2200.352,1491.028,2909.676,-206.8,0,0,0,0
"198","Coal_CFB","PDP8",2044,1240.8,1520,1030,2010,1886.016,1278.024,2494.008,-206.8,0,0,0,0
"199","Coal_CFB","PDP8",2045,1034,1520,1030,2010,1571.68,1065.02,2078.34,-206.8,0,0,0,0
"200","Coal_CFB","PDP8",2046,827.2,1520,1030,2010,1257.344,852.016,1662.672,-206.8,0,0,0,0
"201","Coal_CFB","PDP8",2047,620.4,1520,1030,2010,943.008,639.012,1247.004,-206.8,0,0,0,0
"202","Coal_CFB","PDP8",2048,413.6,1520,1030,2010,628.672,426.008,831.336,-206.8,0,0,0,0
"203","Coal_CFB","PDP8",2049,206.8,1520,1030,2010,314.336,213.004,415.668,-206.8,0,0,0,0
"204","Coal_CFB","PDP8",2050,0,1500,1010,1990,0,0,0,-206.8,0,0,0,0
"205","Coal_CFB","PDP8_rev_low",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Coal_CFB","PDP8_rev_low",2001,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"207","Coal_CFB","PDP8_rev_low",2002,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"208","Coal_CFB","PDP8_rev_low",2003,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"209","Coal_CFB","PDP8_rev_low",2004,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"210","Coal_CFB","PDP8_rev_low",2005,111,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,0.111
"211","Coal_CFB","PDP8_rev_low",2006,111,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"212","Coal_CFB","PDP8_rev_low",2007,226,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,0.115
"213","Coal_CFB","PDP8_rev_low",2008,226,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"214","Coal_CFB","PDP8_rev_low",2009,446,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,0.22
"215","Coal_CFB","PDP8_rev_low",2010,1116,NA,NA,NA,NA,NA,NA,670,NA,NA,NA,0.67
"216","Coal_CFB","PDP8_rev_low",2011,1116,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
